"","pclass","survived","sex","age","sibsp","parch","fare","embarked","title","solo"
"640","2nd",1,"female",18,0,1,23,"Southampton","Mrs",0
"641","2nd",1,"female",34,0,1,23,"Southampton","Mr",0
"642","2nd",0,"male",54,0,0,26,"Southampton","Master",1
"643","2nd",1,"male",8,0,2,32.5,"Southampton","Mr",0
"644","1st",0,"male",30,1,2,151.550003,"Southampton","Mrs",0
"645","1st",0,"male",48,0,0,50.4958,"Cherbourg","Dr",1
"646","2nd",0,"male",42,1,1,32.5,"Southampton","Mrs",0
"647","2nd",1,"female",34,1,1,32.5,"Southampton","Miss",0
"648","2nd",1,"female",27,1,0,13.8583002,"Cherbourg","Miss",0
"649","2nd",1,"female",30,1,0,13.8583002,"Cherbourg","Mr",0
"650","2nd",0,"male",23,0,0,13,"Southampton","Mr",1
"651","2nd",0,"male",21,0,0,13,"Southampton","Mr",1
"652","2nd",0,"male",18,0,0,13,"Southampton","Mr",1
"653","2nd",0,"male",40,1,0,26,"Southampton","Mrs",0
"654","2nd",1,"female",29,1,0,26,"Southampton","Mr",0
"655","2nd",0,"male",18,0,0,10.5,"Southampton","Mr",1
"657","2nd",0,"male",36,0,0,13,"Southampton","Mr",1
"659","2nd",0,"female",38,0,0,13,"Southampton","Mr",1
"660","2nd",0,"male",35,0,0,26,"Southampton","Mr",1
"661","2nd",0,"male",38,1,0,21,"Southampton","Mr",0
"662","2nd",0,"male",34,1,0,21,"Southampton","Miss",0
"663","2nd",1,"female",34,0,0,13,"Southampton","Mr",1
"664","2nd",0,"male",16,0,0,26,"Southampton","Mr",1
"665","2nd",0,"male",26,0,0,10.5,"Southampton","Mr",1
"666","2nd",0,"male",47,0,0,10.5,"Southampton","Mr",1
"667","1st",1,"female",44,0,0,27.7208004,"Cherbourg","Mrs",1
"668","2nd",0,"male",21,1,0,11.5,"Southampton","Mr",0
"669","2nd",0,"male",21,1,0,11.5,"Southampton","Mr",0
"670","2nd",0,"male",24,0,0,13.5,"Southampton","Mr",1
"671","2nd",0,"male",24,0,0,13,"Southampton","Mr",1
"672","2nd",0,"male",34,0,0,13,"Southampton","Mr",1
"673","2nd",0,"male",30,0,0,13,"Southampton","Mr",1
"674","2nd",0,"male",52,0,0,13,"Southampton","Mr",1
"675","2nd",0,"male",30,0,0,13,"Southampton","Master",1
"676","2nd",1,"male",0.666700006,1,1,14.5,"Southampton","Mrs",0
"677","2nd",1,"female",24,0,2,14.5,"Southampton","Mr",0
"678","1st",1,"female",59,2,0,51.4791985,"Southampton","Mrs",0
"679","2nd",0,"male",44,0,0,13,"Southampton","Miss",1
"680","2nd",1,"female",6,0,1,33,"Southampton","Rev",0
"681","2nd",0,"male",28,0,1,33,"Southampton","Mr",0
"682","2nd",1,"male",62,0,0,10.5,"Southampton","Mr",1
"683","2nd",0,"male",30,0,0,10.5,"Southampton","Miss",1
"684","2nd",1,"female",7,0,2,26.25,"Southampton","Mr",0
"685","2nd",0,"male",43,1,1,26.25,"Southampton","Mrs",0
"686","2nd",1,"female",45,1,1,26.25,"Southampton","Miss",0
"687","2nd",1,"female",24,1,2,65,"Southampton","Miss",0
"688","2nd",1,"female",24,1,2,65,"Southampton","Mr",0
"689","1st",1,"female",60,0,0,76.2917023,"Cherbourg","Miss",1
"690","2nd",0,"male",49,1,2,65,"Southampton","Mrs",0
"691","2nd",1,"female",48,1,2,65,"Southampton","Mrs",0
"692","2nd",1,"female",55,0,0,16,"Southampton","Mr",1
"693","2nd",0,"male",24,2,0,73.5,"Southampton","Mr",0
"694","2nd",0,"male",32,2,0,73.5,"Southampton","Mr",0
"695","2nd",0,"male",21,2,0,73.5,"Southampton","Miss",0
"696","2nd",0,"female",18,1,1,13,"Southampton","Miss",0
"697","2nd",1,"female",20,2,1,23,"Southampton","Mr",0
"698","2nd",0,"male",23,2,1,11.5,"Southampton","Mr",0
"699","2nd",0,"male",36,0,0,13,"Southampton","Mrs",1
"700","1st",1,"female",41,0,0,134.5,"Cherbourg","Major",1
"701","2nd",1,"female",54,1,3,23,"Southampton","Mr",0
"702","2nd",0,"male",50,0,0,13,"Southampton","Mr",1
"703","2nd",0,"male",44,1,0,26,"Southampton","Mrs",0
"704","2nd",1,"female",29,1,0,26,"Southampton","Mr",0
"705","2nd",0,"male",21,0,0,73.5,"Southampton","Mr",1
"706","2nd",1,"male",42,0,0,13,"Southampton","Mr",1
"707","2nd",0,"male",63,1,0,26,"Southampton","Mrs",0
"708","2nd",0,"female",60,1,0,26,"Southampton","Mr",0
"709","2nd",0,"male",33,0,0,12.2749996,"Southampton","Miss",1
"710","2nd",1,"female",17,0,0,10.5,"Southampton","Mr",1
"711","1st",0,"male",45,0,0,26.5499992,"Southampton","Mr",1
"712","2nd",0,"male",42,1,0,27,"Southampton","Mrs",0
"713","2nd",1,"female",24,2,1,27,"Southampton","Mr",0
"714","2nd",0,"male",47,0,0,15,"Southampton","Mr",1
"715","2nd",0,"male",24,2,0,31.5,"Southampton","Mr",0
"716","2nd",0,"male",22,2,0,31.5,"Southampton","Mr",0
"717","2nd",0,"male",32,0,0,10.5,"Southampton","Mrs",1
"718","2nd",1,"female",23,0,0,13.7917004,"Cherbourg","Mr",1
"719","2nd",0,"male",34,1,0,26,"Southampton","Mrs",0
"720","2nd",1,"female",24,1,0,26,"Southampton","Mrs",0
"721","2nd",0,"female",22,0,0,21,"Southampton","Miss",1
"724","2nd",0,"male",35,0,0,12.3500004,"Queenstown","Mrs",1
"725","2nd",1,"female",45,0,0,13.5,"Southampton","Rev",1
"726","2nd",0,"male",57,0,0,12.3500004,"Queenstown","Mr",1
"728","2nd",0,"male",31,0,0,10.5,"Southampton","Mrs",1
"729","2nd",0,"female",26,1,1,26,"Southampton","Rev",0
"730","2nd",0,"male",30,1,1,26,"Southampton","Mr",0
"732","2nd",1,"female",1,1,2,41.5792007,"Cherbourg","Miss",0
"733","1st",1,"male",42,0,0,26.2875004,"Southampton","Mrs",1
"734","2nd",1,"female",3,1,2,41.5792007,"Cherbourg","Mr",0
"735","2nd",0,"male",25,1,2,41.5792007,"Cherbourg","Mrs",0
"736","2nd",1,"female",22,1,2,41.5792007,"Cherbourg","Miss",0
"737","2nd",1,"female",17,0,0,12,"Cherbourg","Miss",1
"739","2nd",1,"female",34,0,0,10.5,"Southampton","Mr",1
"740","2nd",0,"male",36,0,0,12.875,"Cherbourg","Mr",1
"741","2nd",0,"male",24,0,0,10.5,"Southampton","Mr",1
"742","2nd",0,"male",61,0,0,12.3500004,"Queenstown","Mr",1
"743","2nd",0,"male",50,1,0,26,"Southampton","Mrs",0
"744","1st",1,"female",53,0,0,27.4458008,"Cherbourg","Mr",1
"745","2nd",1,"female",42,1,0,26,"Southampton","Mrs",0
"746","2nd",0,"female",57,0,0,10.5,"Southampton","Mr",1
"748","2nd",1,"male",1,0,2,37.0042,"Cherbourg","Mr",0
"749","2nd",0,"male",31,1,1,37.0042,"Cherbourg","Mrs",0
"750","2nd",1,"female",24,1,1,37.0042,"Cherbourg","Mr",0
"752","2nd",0,"male",30,0,0,13,"Southampton","Mr",1
"753","2nd",0,"male",40,0,0,16,"Southampton","Mr",1
"754","2nd",0,"male",32,0,0,13.5,"Southampton","Mr",1
"755","1st",0,"female",25,1,2,151.550003,"Southampton","Mr",0
"756","1st",1,"male",36,0,1,512.329224,"Cherbourg","Mrs",0
"757","2nd",0,"male",30,0,0,13,"Southampton","Mr",1
"758","2nd",0,"male",46,0,0,26,"Southampton","Miss",1
"759","2nd",1,"female",13,0,1,19.5,"Southampton","Mrs",0
"760","2nd",1,"female",41,0,1,19.5,"Southampton","Mr",0
"761","2nd",1,"male",19,0,0,10.5,"Southampton","Mr",1
"762","2nd",0,"male",39,0,0,13,"Southampton","Mr",1
"763","2nd",0,"male",48,0,0,13,"Southampton","Mr",1
"764","2nd",0,"male",70,0,0,10.5,"Southampton","Rev",1
"765","2nd",0,"male",27,0,0,13,"Southampton","Dr",1
"766","2nd",0,"male",54,0,0,14,"Southampton","Mr",1
"767","1st",1,"female",58,0,1,512.329224,"Cherbourg","Mr",0
"768","2nd",0,"male",39,0,0,26,"Southampton","Mr",1
"769","2nd",0,"male",16,0,0,10.5,"Southampton","Mr",1
"770","2nd",0,"male",62,0,0,9.6875,"Queenstown","Mr",1
"771","2nd",0,"male",32.5,1,0,30.0708008,"Cherbourg","Mrs",0
"772","2nd",1,"female",14,1,0,30.0708008,"Cherbourg","Master",0
"773","2nd",1,"male",2,1,1,26,"Southampton","Master",0
"774","2nd",1,"male",3,1,1,26,"Southampton","Mr",0
"775","2nd",0,"male",36.5,0,2,26,"Southampton","Mr",0
"776","2nd",0,"male",26,0,0,13,"Southampton","Mr",1
"777","2nd",0,"male",19,1,1,36.75,"Southampton","Mr",0
"778","1st",0,"male",33,0,0,5,"Southampton","Mr",1
"779","2nd",0,"male",28,0,0,13.5,"Southampton","Mr",1
"780","2nd",1,"male",20,0,0,13.8625002,"Cherbourg","Mrs",1
"781","2nd",1,"female",29,0,0,10.5,"Southampton","Mr",1
"782","2nd",0,"male",39,0,0,13,"Southampton","Mr",1
"783","2nd",1,"male",22,0,0,10.5,"Southampton","Mr",1
"785","2nd",0,"male",23,0,0,10.5,"Southampton","Mr",1
"786","2nd",1,"male",29,0,0,13.8583002,"Cherbourg","Mr",1
"787","2nd",0,"male",28,0,0,10.5,"Southampton","Mr",1
"789","1st",0,"male",28,0,0,47.0999985,"Southampton","Mr",1
"790","2nd",1,"female",50,0,1,26,"Southampton","Mr",0
"791","2nd",0,"male",19,0,0,10.5,"Southampton","Mr",1
"793","2nd",0,"male",41,0,0,13,"Southampton","Miss",1
"794","2nd",1,"female",21,0,1,21,"Southampton","Miss",0
"795","2nd",1,"female",19,0,0,26,"Southampton","Mr",1
"796","2nd",0,"male",43,0,1,21,"Southampton","Mrs",0
"797","2nd",1,"female",32,0,0,13,"Southampton","Mr",1
"798","2nd",0,"male",34,0,0,13,"Southampton","Mr",1
"799","2nd",1,"male",30,0,0,12.7375002,"Cherbourg","Mr",1
"800","1st",0,"male",17,0,0,47.0999985,"Southampton","Master",1
"801","2nd",0,"male",27,0,0,15.0333004,"Cherbourg","Miss",1
"802","2nd",1,"female",2,1,1,26,"Southampton","Miss",0
"803","2nd",1,"female",8,1,1,26,"Southampton","Mrs",0
"804","2nd",1,"female",33,0,2,26,"Southampton","Mr",0
"805","2nd",0,"male",36,0,0,10.5,"Southampton","Mr",1
"806","2nd",0,"male",34,1,0,21,"Southampton","Mrs",0
"807","2nd",1,"female",30,3,0,21,"Southampton","Ms",0
"808","2nd",1,"female",28,0,0,13,"Southampton","Mr",1
"809","2nd",0,"male",23,0,0,15.0458002,"Cherbourg","Master",1
"810","2nd",1,"male",0.833299994,1,1,18.75,"Southampton","Master",0
"811","1st",1,"male",11,1,2,120,"Southampton","Miss",0
"812","2nd",1,"male",3,1,1,18.75,"Southampton","Mrs",0
"813","2nd",1,"female",24,2,3,18.75,"Southampton","Miss",0
"814","2nd",1,"female",50,0,0,10.5,"Southampton","Mr",1
"815","2nd",0,"male",19,0,0,10.5,"Southampton","Miss",1
"816","2nd",1,"female",21,0,0,10.5,"Southampton","Mr",1
"817","2nd",0,"male",26,0,0,13,"Southampton","Mr",1
"818","2nd",0,"male",25,0,0,13,"Southampton","Mr",1
"819","2nd",0,"male",27,0,0,26,"Southampton","Mrs",1
"820","2nd",1,"female",25,0,1,26,"Southampton","Miss",0
"821","2nd",1,"female",18,0,2,13,"Southampton","Miss",0
"822","1st",1,"female",14,1,2,120,"Southampton","Mr",0
"823","2nd",1,"female",20,0,0,36.75,"Southampton","Miss",1
"824","2nd",1,"female",30,0,0,13,"Southampton","Mr",1
"825","2nd",0,"male",59,0,0,13.5,"Southampton","Miss",1
"826","2nd",1,"female",30,0,0,12.3500004,"Queenstown","Mr",1
"827","2nd",0,"male",35,0,0,10.5,"Southampton","Miss",1
"828","2nd",1,"female",40,0,0,13,"Southampton","Mr",1
"829","2nd",0,"male",25,0,0,13,"Southampton","Mr",1
"830","2nd",0,"male",41,0,0,15.0458002,"Cherbourg","Mr",1
"831","2nd",0,"male",25,0,0,10.5,"Southampton","Mr",1
"832","2nd",0,"male",18.5,0,0,13,"Southampton","Mr",1
"833","1st",1,"male",36,1,2,120,"Southampton","Mrs",0
"834","2nd",0,"male",14,0,0,65,"Southampton","Miss",1
"835","2nd",1,"female",50,0,0,10.5,"Southampton","Mr",1
"836","2nd",0,"male",23,0,0,13,"Southampton","Mrs",1
"837","2nd",1,"female",28,0,0,12.6499996,"Southampton","Miss",1
"838","2nd",1,"female",27,0,0,10.5,"Southampton","Mr",1
"839","2nd",0,"male",29,1,0,21,"Southampton","Mrs",0
"840","2nd",0,"female",27,1,0,21,"Southampton","Mr",0
"841","2nd",0,"male",40,0,0,13,"Southampton","Miss",1
"842","2nd",1,"female",31,0,0,21,"Southampton","Mr",1
"843","2nd",0,"male",30,1,0,21,"Southampton","Mr",0
"844","1st",1,"female",36,1,2,120,"Southampton","Mr",0
"845","2nd",0,"male",23,1,0,10.5,"Southampton","Mrs",0
"846","2nd",1,"female",31,0,0,21,"Southampton","Mr",1
"848","2nd",1,"female",12,0,0,15.75,"Southampton","Mrs",1
"849","2nd",1,"female",40,0,0,15.75,"Southampton","Miss",1
"850","2nd",1,"female",32.5,0,0,13,"Southampton","Mr",1
"851","2nd",0,"male",27,1,0,26,"Southampton","Mrs",0
"852","2nd",1,"female",29,1,0,26,"Southampton","Master",0
"853","2nd",1,"male",2,1,1,23,"Southampton","Miss",0
"854","2nd",1,"female",4,1,1,23,"Southampton","Mrs",0
"855","1st",0,"male",49,0,0,26,"Southampton","Mrs",1
"856","2nd",1,"female",29,0,2,23,"Southampton","Miss",0
"857","2nd",1,"female",0.916700006,1,2,27.75,"Southampton","Miss",0
"858","2nd",1,"female",5,1,2,27.75,"Southampton","Mr",0
"859","2nd",0,"male",36,1,2,27.75,"Southampton","Mrs",0
"860","2nd",1,"female",33,1,2,27.75,"Southampton","Mr",0
"861","2nd",0,"male",66,0,0,10.5,"Southampton","Mr",1
"863","2nd",1,"male",31,0,0,13,"Southampton","Mr",1
"865","2nd",1,"female",26,0,0,13.5,"Southampton","Miss",1
"866","1st",1,"male",48,0,0,26.5499992,"Southampton","Miss",1
"868","2nd",0,"female",24,0,0,13,"Southampton","Mr",1
"869","3rd",0,"male",42,0,0,7.55000019,"Southampton","Master",1
"870","3rd",0,"male",13,0,2,20.25,"Southampton","Mr",0
"871","3rd",0,"male",16,1,1,20.25,"Southampton","Mrs",0
"872","3rd",1,"female",35,1,1,20.25,"Southampton","Miss",0
"873","3rd",1,"female",16,0,0,7.6500001,"Southampton","Mr",1
"874","3rd",1,"male",25,0,0,7.6500001,"Southampton","Mr",1
"875","3rd",1,"male",20,0,0,7.92500019,"Southampton","Mrs",1
"876","3rd",1,"female",18,0,0,7.22919989,"Cherbourg","Mr",1
"877","3rd",0,"male",30,0,0,7.25,"Southampton","Mr",1
"878","1st",0,"male",36,1,0,78.8499985,"Southampton","Mrs",0
"879","3rd",0,"male",26,0,0,8.05000019,"Southampton","Mrs",1
"880","3rd",0,"female",40,1,0,9.47500038,"Southampton","Master",0
"881","3rd",1,"male",0.833299994,0,1,9.35000038,"Southampton","Mrs",0
"882","3rd",1,"female",18,0,1,9.35000038,"Southampton","Mr",0
"883","3rd",1,"male",26,0,0,18.7875004,"Cherbourg","Mr",1
"884","3rd",0,"male",26,0,0,7.88749981,"Southampton","Mr",1
"885","3rd",0,"male",20,0,0,7.92500019,"Southampton","Mr",1
"886","3rd",0,"male",24,0,0,7.05000019,"Southampton","Mr",1
"887","3rd",0,"male",25,0,0,7.05000019,"Southampton","Mr",1
"888","3rd",0,"male",35,0,0,8.05000019,"Southampton","Mr",1
"889","1st",1,"female",76,1,0,78.8499985,"Southampton","Mr",0
"890","3rd",0,"male",18,0,0,8.30000019,"Southampton","Mr",1
"891","3rd",0,"male",32,0,0,22.5249996,"Southampton","Miss",1
"892","3rd",1,"female",19,1,0,7.85419989,"Southampton","Master",0
"893","3rd",0,"male",4,4,2,31.2749996,"Southampton","Miss",0
"894","3rd",0,"female",6,4,2,31.2749996,"Southampton","Miss",0
"895","3rd",0,"female",2,4,2,31.2749996,"Southampton","Miss",0
"896","3rd",1,"female",17,4,2,7.92500019,"Southampton","Miss",0
"897","3rd",0,"female",38,4,2,7.7750001,"Southampton","Miss",0
"898","3rd",0,"female",9,4,2,31.2749996,"Southampton","Miss",0
"899","3rd",0,"female",11,4,2,31.2749996,"Southampton","Mr",0
"900","1st",0,"male",46,1,0,61.1749992,"Southampton","Mrs",0
"901","3rd",0,"male",39,1,5,31.2749996,"Southampton","Mr",0
"902","3rd",1,"male",27,0,0,7.79580021,"Southampton","Mr",1
"903","3rd",0,"male",26,0,0,7.7750001,"Southampton","Mrs",1
"904","3rd",0,"female",39,1,5,31.2749996,"Southampton","Mr",0
"905","3rd",0,"male",20,0,0,7.85419989,"Southampton","Mr",1
"906","3rd",0,"male",26,0,0,7.89580011,"Southampton","Mr",1
"907","3rd",0,"male",25,1,0,17.7999992,"Southampton","Mrs",0
"908","3rd",0,"female",18,1,0,17.7999992,"Southampton","Mr",0
"909","3rd",0,"male",24,0,0,7.7750001,"Southampton","Mr",1
"910","3rd",0,"male",35,0,0,7.05000019,"Southampton","Master",1
"911","1st",1,"female",47,1,0,61.1749992,"Southampton","Mr",0
"912","3rd",0,"male",5,4,2,31.3875008,"Southampton","Master",0
"913","3rd",0,"male",9,4,2,31.3875008,"Southampton","Master",0
"914","3rd",1,"male",3,4,2,31.3875008,"Southampton","Master",0
"915","3rd",0,"male",13,4,2,31.3875008,"Southampton","Miss",0
"916","3rd",1,"female",5,4,2,31.3875008,"Southampton","Mr",0
"917","3rd",0,"male",40,1,5,31.3875008,"Southampton","Mr",0
"918","3rd",1,"male",23,0,0,7.79580021,"Southampton","Mrs",1
"919","3rd",1,"female",38,1,5,31.3875008,"Southampton","Mrs",0
"920","3rd",1,"female",45,0,0,7.2249999,"Cherbourg","Mr",1
"921","3rd",0,"male",21,0,0,7.2249999,"Cherbourg","Mr",1
"922","1st",1,"male",27,1,0,53.0999985,"Southampton","Mrs",0
"923","3rd",0,"male",23,0,0,7.05000019,"Southampton","Miss",1
"924","3rd",0,"female",17,0,0,14.4582996,"Cherbourg","Mr",1
"925","3rd",0,"male",30,0,0,7.2249999,"Cherbourg","Mr",1
"926","3rd",0,"male",23,0,0,7.85419989,"Southampton","Miss",1
"927","3rd",1,"female",13,0,0,7.22919989,"Cherbourg","Mr",1
"928","3rd",0,"male",20,0,0,7.2249999,"Cherbourg","Mr",1
"929","3rd",0,"male",32,1,0,15.8500004,"Southampton","Mrs",0
"930","3rd",1,"female",33,3,0,15.8500004,"Southampton","Miss",0
"931","3rd",1,"female",0.75,2,1,19.2583008,"Cherbourg","Miss",0
"932","3rd",1,"female",0.75,2,1,19.2583008,"Cherbourg","Miss",0
"933","1st",1,"female",33,1,0,53.0999985,"Southampton","Miss",0
"934","3rd",1,"female",5,2,1,19.2583008,"Cherbourg","Mrs",0
"935","3rd",1,"female",24,0,3,19.2583008,"Cherbourg","Miss",0
"936","3rd",1,"female",18,0,0,8.05000019,"Southampton","Mr",1
"937","3rd",0,"male",40,0,0,7.2249999,"Cherbourg","Mr",1
"938","3rd",0,"male",26,0,0,7.89580011,"Southampton","Mr",1
"939","3rd",1,"male",20,0,0,7.22919989,"Cherbourg","Miss",1
"940","3rd",0,"female",18,0,1,14.4541998,"Cherbourg","Mrs",0
"941","3rd",0,"female",45,0,1,14.4541998,"Cherbourg","Miss",0
"942","3rd",0,"female",27,0,0,7.87919998,"Queenstown","Mr",1
"943","3rd",0,"male",22,0,0,8.05000019,"Southampton","Mr",1
"944","1st",1,"female",36,0,0,262.375,"Cherbourg","Miss",1
"945","3rd",0,"male",19,0,0,8.05000019,"Southampton","Mr",1
"946","3rd",0,"male",26,0,0,7.7750001,"Southampton","Mr",1
"947","3rd",0,"male",22,0,0,9.35000038,"Southampton","Master",1
"949","3rd",0,"male",20,0,0,4.01249981,"Cherbourg","Mr",1
"950","3rd",1,"male",32,0,0,56.4958,"Southampton","Mr",1
"951","3rd",0,"male",21,0,0,7.7750001,"Southampton","Mr",1
"952","3rd",0,"male",18,0,0,7.75,"Southampton","Mr",1
"953","3rd",0,"male",26,0,0,7.89580011,"Southampton","Master",1
"954","3rd",0,"male",6,1,1,15.2458,"Cherbourg","Miss",0
"955","1st",1,"female",30,0,0,86.5,"Southampton","Mr",1
"956","3rd",0,"female",9,1,1,15.2458,"Cherbourg","Mr",0
"960","3rd",0,"male",40,1,1,15.5,"Queenstown","Mrs",0
"961","3rd",0,"female",32,1,1,15.5,"Queenstown","Mr",0
"962","3rd",0,"male",21,0,0,16.1000004,"Southampton","Miss",1
"963","3rd",1,"female",22,0,0,7.7249999,"Queenstown","Miss",1
"964","3rd",0,"female",20,0,0,7.85419989,"Southampton","Mr",1
"965","3rd",0,"male",29,1,0,7.04580021,"Southampton","Mr",0
"966","1st",1,"male",45,0,0,29.7000008,"Cherbourg","Mrs",1
"967","3rd",0,"male",22,1,0,7.25,"Southampton","Mr",0
"968","3rd",0,"male",22,0,0,7.79580021,"Southampton","Mr",1
"969","3rd",0,"male",35,0,0,8.05000019,"Southampton","Miss",1
"970","3rd",0,"female",18.5,0,0,7.28329992,"Queenstown","Mr",1
"971","3rd",1,"male",21,0,0,7.82079983,"Queenstown","Mr",1
"972","3rd",0,"male",19,0,0,6.75,"Queenstown","Miss",1
"973","3rd",0,"female",18,0,0,7.87919998,"Queenstown","Miss",1
"974","3rd",0,"female",21,0,0,8.66250038,"Southampton","Miss",1
"975","3rd",0,"female",30,0,0,8.66250038,"Southampton","Mr",1
"976","3rd",0,"male",18,0,0,8.66250038,"Southampton","Mr",1
"977","1st",1,"female",63,1,0,77.9582977,"Southampton","Mr",0
"979","3rd",0,"male",38,0,0,8.66250038,"Southampton","Mr",1
"980","3rd",0,"male",17,0,0,8.66250038,"Southampton","Mr",1
"981","3rd",0,"male",17,0,0,8.66250038,"Southampton","Miss",1
"982","3rd",0,"female",21,0,0,7.75,"Queenstown","Mr",1
"983","3rd",0,"male",21,0,0,7.75,"Queenstown","Mr",1
"984","3rd",0,"male",21,0,0,8.05000019,"Southampton","Mr",1
"987","3rd",0,"male",28,0,0,7.79580021,"Southampton","Mr",1
"988","3rd",0,"male",24,0,0,7.85419989,"Southampton","Miss",1
"990","3rd",1,"female",16,0,0,7.75,"Queenstown","Miss",1
"991","3rd",0,"female",37,0,0,7.75,"Queenstown","Mr",1
"992","3rd",0,"male",28,0,0,7.25,"Southampton","Mr",1
"993","3rd",0,"male",24,0,0,8.05000019,"Southampton","Mr",1
"994","3rd",0,"male",21,0,0,7.73330021,"Queenstown","Mr",1
"995","3rd",1,"male",32,0,0,56.4958,"Southampton","Mr",1
"996","3rd",0,"male",29,0,0,8.05000019,"Southampton","Mr",1
"997","3rd",0,"male",26,1,0,14.4541998,"Cherbourg","Mr",0
"998","3rd",0,"male",18,1,0,14.4541998,"Cherbourg","Mr",0
"999","3rd",0,"male",20,0,0,7.05000019,"Southampton","Mr",1
"1000","1st",0,"male",27,1,0,136.779205,"Cherbourg","Mrs",0
"1001","3rd",1,"male",18,0,0,8.05000019,"Southampton","Mr",1
"1002","3rd",0,"male",24,0,0,7.25,"Queenstown","Mr",1
"1003","3rd",0,"male",36,0,0,7.49580002,"Southampton","Mr",1
"1004","3rd",0,"male",24,0,0,7.49580002,"Southampton","Mr",1
"1005","3rd",0,"male",31,0,0,7.73330021,"Queenstown","Mr",1
"1006","3rd",0,"male",31,0,0,7.75,"Queenstown","Miss",1
"1007","3rd",1,"female",22,0,0,7.75,"Queenstown","Miss",1
"1008","3rd",0,"female",30,0,0,7.62919998,"Queenstown","Mr",1
"1009","3rd",0,"male",70.5,0,0,7.75,"Queenstown","Mr",1
"1010","3rd",0,"male",43,0,0,8.05000019,"Southampton","Mr",1
"1011","1st",1,"female",26,1,0,136.779205,"Cherbourg","Miss",0
"1012","3rd",0,"male",35,0,0,7.89580011,"Southampton","Mr",1
"1013","3rd",0,"male",27,0,0,7.89580011,"Southampton","Mr",1
"1014","3rd",0,"male",19,0,0,7.89580011,"Southampton","Mr",1
"1015","3rd",0,"male",30,0,0,8.05000019,"Southampton","Master",1
"1016","3rd",1,"male",9,1,1,15.8999996,"Southampton","Master",0
"1017","3rd",1,"male",3,1,1,15.8999996,"Southampton","Mrs",0
"1018","3rd",1,"female",36,0,2,15.8999996,"Southampton","Mr",0
"1019","3rd",0,"male",59,0,0,7.25,"Southampton","Mr",1
"1020","3rd",0,"male",19,0,0,8.1583004,"Southampton","Miss",1
"1021","3rd",1,"female",17,0,1,16.1000004,"Southampton","Mr",0
"1022","1st",1,"female",22,0,0,151.550003,"Southampton","Mr",1
"1023","3rd",0,"male",44,0,1,16.1000004,"Southampton","Mr",0
"1024","3rd",0,"male",17,0,0,8.66250038,"Southampton","Mr",1
"1025","3rd",0,"male",22.5,0,0,7.2249999,"Cherbourg","Mr",1
"1026","3rd",1,"male",45,0,0,8.05000019,"Southampton","Miss",1
"1027","3rd",0,"female",22,0,0,10.5166998,"Southampton","Mr",1
"1028","3rd",0,"male",19,0,0,10.1708002,"Southampton","Miss",1
"1029","3rd",1,"female",30,0,0,6.94999981,"Queenstown","Mr",1
"1030","3rd",1,"male",29,0,0,7.75,"Queenstown","Master",1
"1031","3rd",0,"male",0.333299994,0,2,14.3999996,"Southampton","Mr",0
"1032","3rd",0,"male",34,1,1,14.3999996,"Southampton","Mrs",0
"1034","3rd",0,"female",28,1,1,14.3999996,"Southampton","Mr",0
"1035","3rd",0,"male",27,0,0,7.89580011,"Southampton","Mr",1
"1036","3rd",0,"male",25,0,0,7.89580011,"Southampton","Mr",1
"1037","3rd",0,"male",24,2,0,24.1499996,"Southampton","Mr",0
"1038","3rd",0,"male",22,0,0,8.05000019,"Southampton","Mr",1
"1039","3rd",0,"male",21,2,0,24.1499996,"Southampton","Mr",0
"1040","3rd",0,"male",17,2,0,8.05000019,"Southampton","Mr",0
"1043","3rd",1,"male",36.5,1,0,17.3999996,"Southampton","Mrs",0
"1044","1st",0,"male",47,0,0,25.5874996,"Southampton","Miss",1
"1045","3rd",1,"female",36,1,0,17.3999996,"Southampton","Mr",0
"1046","3rd",1,"male",30,0,0,9.5,"Southampton","Mr",1
"1047","3rd",0,"male",16,0,0,9.5,"Southampton","Master",1
"1048","3rd",1,"male",1,1,2,20.5750008,"Southampton","Miss",0
"1049","3rd",1,"female",0.166700006,1,2,20.5750008,"Southampton","Mr",0
"1050","3rd",0,"male",26,1,2,20.5750008,"Southampton","Mrs",0
"1051","3rd",1,"female",33,1,2,20.5750008,"Southampton","Mr",0
"1052","3rd",0,"male",25,0,0,7.89580011,"Southampton","Mr",1
"1055","1st",1,"female",39,1,1,83.1583023,"Cherbourg","Mr",0
"1056","3rd",0,"male",22,0,0,7.25,"Southampton","Mr",1
"1057","3rd",0,"male",36,0,0,7.25,"Southampton","Miss",1
"1058","3rd",1,"female",19,0,0,7.87919998,"Queenstown","Mr",1
"1059","3rd",0,"male",17,0,0,7.89580011,"Southampton","Mr",1
"1060","3rd",0,"male",42,0,0,8.66250038,"Southampton","Mr",1
"1061","3rd",0,"male",43,0,0,7.89580011,"Southampton","Mr",1
"1063","3rd",0,"male",32,0,0,7.75,"Queenstown","Mr",1
"1064","3rd",1,"male",19,0,0,8.05000019,"Southampton","Miss",1
"1065","3rd",1,"female",30,0,0,12.4750004,"Southampton","Miss",1
"1066","1st",0,"male",37,1,1,83.1583023,"Cherbourg","Mrs",0
"1067","3rd",0,"female",24,0,0,7.75,"Queenstown","Miss",1
